ntype,node_name,node_id,global_graph_index
ICD9CM,Sezary's disease involving intrathoracic lymph nodes,202.22,4161
ICD9CM,Sezary's disease involving intra-abdominal lymph nodes,202.23,4162
ICD9CM,Sezary's disease involving lymph nodes of axilla and upper limb,202.24,4163
ICD9CM,Sezary's disease involving lymph nodes of inguinal region and lower limb,202.25,4164
ICD9CM,Sezary's disease involving intrapelvic lymph nodes,202.26,4165
ICD9CM,Sezary's disease spleen,202.27,4166
ICD9CM,Sezary's disease involving lymph nodes of multiple sites,202.28,4167
ICD9CM,Peripheral T-cell lymphoma,202.7,4168
ICD9CM,"Peripheral T-cell lymphoma, unspecified site, extranodal and solid organ sites",202.70,4169
ICD9CM,"Peripheral T-cell lymphoma involving lymph nodes of head, face, and neck",202.71,4170
ICD9CM,Peripheral T-cell lymphoma involving intrathoracic lymph nodes,202.72,4171
ICD9CM,Peripheral T-cell lymphoma involving intra-abdominal lymph nodes,202.73,4172
ICD9CM,Peripheral T-cell lymphoma involving lymph nodes of axilla and upper limb,202.74,4173
ICD9CM,Peripheral T-cell lymphoma involving lymph nodes of inguinal region and lower limb,202.75,4174
ICD9CM,Peripheral T-cell lymphoma involving intrapelvic lymph nodes,202.76,4175
ICD9CM,Peripheral T-cell lymphoma involving spleen,202.77,4176
ICD9CM,Peripheral T-cell lymphoma involving lymph nodes of multiple sites,202.78,4177
ICD9CM,Other malignant lymphomas,202.8,4178
ICD9CM,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",202.80,4179
ICD9CM,"Other malignant lymphomas involving lymph nodes of head, face, and neck",202.81,4180
ICD9CM,Other malignant lymphomas involving intrathoracic lymph nodes,202.82,4181
ICD9CM,Other malignant lymphomas involving intra-abdominal lymph nodes,202.83,4182
ICD9CM,Other malignant lymphomas involving lymph nodes of axilla and upper limb,202.84,4183
ICD9CM,Other malignant lymphomas involving lymph nodes of inguinal region and lower limb,202.85,4184
ICD9CM,Other malignant lymphomas involving intrapelvic lymph nodes,202.86,4185
ICD9CM,Other malignant lymphomas involving spleen,202.87,4186
ICD9CM,Other malignant lymphomas involving lymph nodes of multiple sites,202.88,4187
ICD9CM,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,202.9,4188
ICD9CM,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites",202.90,4189
ICD9CM,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of head, face, and neck",202.91,4190
ICD9CM,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intrathoracic lymph nodes,202.92,4191
ICD9CM,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intra-abdominal lymph nodes,202.93,4192
ICD9CM,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of axilla and upper limb,202.94,4193
ICD9CM,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of inguinal region and lower limb,202.95,4194
ICD9CM,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intrapelvic lymph nodes,202.96,4195
ICD9CM,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving spleen,202.97,4196
ICD9CM,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of multiple sites,202.98,4197
ICD9CM,Personal history of lymphosarcoma and reticulosarcoma,V10.71,4198
ICD9CM,Dental caries,521.0,4199
ICD9CM,Dental caries NOS,521.00,4200
ICD9CM,Dental caries limited to enamel,521.01,4201
ICD9CM,Dental caries extending into dentine,521.02,4202
ICD9CM,Dental caries extending into pulp,521.03,4203
ICD9CM,Arrested dental caries,521.04,4204
ICD9CM,Odontoclasia,521.05,4205
ICD9CM,Dental caries pit and fissure,521.06,4206
ICD9CM,Dental caries of smooth surface,521.07,4207
ICD9CM,Dental caries of root surface,521.08,4208
ICD9CM,Other dental caries,521.09,4209
ICD9CM,Acute hepatitis C with hepatic coma,070.41,4210
ICD9CM,Chronic hepatitis C with hepatic coma,070.44,4211
ICD9CM,Acute hepatitis C without mention of hepatic coma,070.51,4212
ICD9CM,Chronic hepatitis C without mention of hepatic coma,070.54,4213
ICD9CM,Unspecified viral hepatitis C,070.7,4214
ICD9CM,Unspecified viral hepatitis C without hepatic coma,070.70,4215
ICD9CM,Unspecified viral hepatitis C with hepatic coma,070.71,4216
ICD9CM,Pain in joint,719.4,4217
ICD9CM,Pain in joint involving shoulder region,719.41,4218
ICD9CM,Pain in joint involving upper arm,719.42,4219
ICD9CM,Pain in joint involving forearm,719.43,4220
ICD9CM,Pain in joint involving pelvic region and thigh,719.45,4221
ICD9CM,Pain in joint involving lower leg,719.46,4222
ICD9CM,Pain in joint involving ankle and foot,719.47,4223
ICD9CM,Pain in joint involving other specified sites,719.48,4224
ICD9CM,Pain in joint involving multiple sites,719.49,4225
ICD9CM,Bulbus cordis anomalies and anomalies of cardiac septal closure,745,4226
ICD9CM,Common truncus,745.0,4227
ICD9CM,Transposition of great vessels,745.1,4228
ICD9CM,Double outlet right ventricle,745.11,4229
ICD9CM,Corrected transposition of great vessels,745.12,4230
ICD9CM,Other transposition of great vessels,745.19,4231
ICD9CM,Tetralogy of Fallot,745.2,4232
ICD9CM,Common ventricle,745.3,4233
ICD9CM,Ostium secundum type atrial septal defect,745.5,4234
ICD9CM,Endocardial cushion defects,745.6,4235
ICD9CM,Ostium primum defect,745.61,4236
ICD9CM,Other endocardial cushion defects,745.69,4237
ICD9CM,Cor biloculare,745.7,4238
ICD9CM,Other bulbus cordis anomalies and anomalies of cardiac septal closure,745.8,4239
ICD9CM,Unspecified defect of septal closure,745.9,4240
ICD9CM,Other congenital anomalies of heart,746,4241
ICD9CM,"Anomalies of pulmonary valve, congenital",746.0,4242
ICD9CM,"Congenital pulmonary valve anomaly, unspecified",746.00,4243
ICD9CM,"Atresia of pulmonary valve, congenital",746.01,4244
ICD9CM,"Stenosis of pulmonary valve, congenital",746.02,4245
ICD9CM,Other congenital anomalies of pulmonary valve,746.09,4246
ICD9CM,"Tricuspid atresia and stenosis, congenital",746.1,4247
ICD9CM,Ebstein's anomaly,746.2,4248
ICD9CM,Congenital stenosis of aortic valve,746.3,4249
ICD9CM,Congenital mitral insufficiency,746.6,4250
ICD9CM,"Subaortic stenosis, congenital",746.81,4251
ICD9CM,Cor triatriatum,746.82,4252
ICD9CM,"Infundibular pulmonic stenosis, congenital",746.83,4253
ICD9CM,"Obstructive congenital anomalies of heart, not elsewhere classified",746.84,4254
ICD9CM,Congenital heart block,746.86,4255
ICD9CM,Malposition of heart and cardiac apex,746.87,4256
ICD9CM,Patent ductus arteriosus,747.0,4257
ICD9CM,Coarctation of aorta,747.1,4258
ICD9CM,"Congenital anomaly of aorta, unspecified",747.20,4259
ICD9CM,Congenital atresia and stenosis of aorta,747.22,4260
ICD9CM,"Anomalies of pulmonary artery, congenital",747.3,4261
ICD9CM,Pulmonary artery coarctation and atresia,747.31,4262
ICD9CM,Other anomalies of pulmonary artery and pulmonary circulation,747.39,4263
ICD9CM,"Anomalies of great veins, congenital",747.4,4264
ICD9CM,"Anomaly of great veins, congenital, unspecified",747.40,4265
ICD9CM,Other anomalies of great veins,747.49,4266
ICD9CM,Acute gingivitis,523.0,4267
ICD9CM,"Acute gingivitis, plaque induced",523.00,4268
ICD9CM,"Acute gingivitis, non-plaque induced",523.01,4269
ICD9CM,Chronic gingivitis,523.1,4270
ICD9CM,"Chronic gingivitis, plaque induced",523.10,4271
ICD9CM,"Chronic gingivitis, non-plaque induced",523.11,4272
ICD9CM,Gingival recession,523.2,4273
ICD9CM,Gingival recession NOS,523.20,4274
ICD9CM,"Gingival recession, minimal",523.21,4275
ICD9CM,"Gingival recession, moderate",523.22,4276
ICD9CM,"Gingival recession, severe",523.23,4277
ICD9CM,"Gingival recession, localized",523.24,4278
ICD9CM,"Gingival recession, generalized",523.25,4279
ICD9CM,Toxoplasmosis,130,4280
ICD9CM,Toxoplasma hepatitis,130.5,4281
ICD9CM,Toxoplasmosis of other specified sites,130.7,4282
ICD9CM,Multisystemic disseminated toxoplasmosis,130.8,4283
ICD9CM,Toxoplasmosis NOS,130.9,4284
ICD9CM,Trichomoniasis,131,4285
ICD9CM,Urogenital trichomoniasis,131.0,4286
ICD9CM,"Urogenital trichomoniasis, unspecified",131.00,4287
ICD9CM,Trichomonal vulvovaginitis,131.01,4288
ICD9CM,Trichomonal urethritis,131.02,4289
ICD9CM,Trichomonal prostatitis,131.03,4290
ICD9CM,Other urogenital trichomoniasis,131.09,4291
ICD9CM,Trichomoniasis of other specified sites,131.8,4292
ICD9CM,Trichomoniasis NOS,131.9,4293
ICD9CM,Behcet's syndrome,136.1,4294
ICD9CM,Arthropathy in Behcet's syndrome,711.2,4295
ICD9CM,"Arthropathy in Behcet's syndrome, site unspecified",711.20,4296
ICD9CM,Arthropathy in Behcet's syndrome involving shoulder region,711.21,4297
ICD9CM,Arthropathy in Behcet's syndrome involving upper arm,711.22,4298
ICD9CM,Arthropathy in Behcet's syndrome involving forearm,711.23,4299
ICD9CM,Arthropathy in Behcet's syndrome involving hand,711.24,4300
ICD9CM,Arthropathy in Behcet's syndrome involving pelvic region and thigh,711.25,4301
ICD9CM,Arthropathy in Behcet's syndrome involving lower leg,711.26,4302
ICD9CM,Arthropathy in Behcet's syndrome involving ankle and foot,711.27,4303
ICD9CM,Arthropathy in Behcet's syndrome involving other specified sites,711.28,4304
ICD9CM,Arthropathy in Behcet's syndrome involving multiple sites,711.29,4305
ICD9CM,Ankylosing spondylitis,720.0,4306
ICD9CM,Multiple sclerosis,340,4307
ICD9CM,Sarcoidosis,135,4308
ICD9CM,Meningitis in sarcoidosis,321.4,4309
ICD9CM,Reiter's disease,099.3,4310
ICD9CM,Arthropathy associated with Reiter's disease and nonspecific urethritis,711.1,4311
ICD9CM,"Arthropathy, site unspecified, associated with Reiter's disease and nonspecific urethritis",711.10,4312
ICD9CM,Arthropathy involving shoulder region associated with Reiter's disease and nonspecific urethritis,711.11,4313
ICD9CM,Arthropathy involving upper arm associated with Reiter's disease and nonspecific urethritis,711.12,4314
ICD9CM,Arthropathy involving forearm associated with Reiter's disease and nonspecific urethritis,711.13,4315
ICD9CM,Arthropathy involving hand associated with Reiter's disease and nonspecific urethritis,711.14,4316
ICD9CM,Arthropathy involving pelvic region and thigh associated with Reiter's disease and nonspecific urethritis,711.15,4317
ICD9CM,Arthropathy involving lower leg associated with Reiter's disease and nonspecific urethritis,711.16,4318
ICD9CM,Arthropathy involving ankle and foot associated with Reiter's disease and nonspecific urethritis,711.17,4319
ICD9CM,Arthropathy involving other specified sites associated with Reiter's disease and nonspecific urethritis,711.18,4320
ICD9CM,Arthropathy involving multiple sites associated with Reiter's disease and nonspecific urethritis,711.19,4321
ICD9CM,Allergic rhinitis,477,4322
ICD9CM,Allergic rhinitis due to pollen,477.0,4323
ICD9CM,"Allergic rhinitis, due to animal (cat) (dog) hair and dander",477.2,4324
ICD9CM,Allergic rhinitis due to other allergen,477.8,4325
ICD9CM,Allergic rhinitis NOS,477.9,4326
ICD9CM,Vitamin A deficiency with conjunctival xerosis,264.0,4327
ICD9CM,Vitamin A deficiency with conjunctival xerosis and Bitot's spot,264.1,4328
ICD9CM,Vitamin A deficiency with corneal xerosis,264.2,4329
ICD9CM,Vitamin A deficiency with corneal ulceration and xerosis,264.3,4330
ICD9CM,Vitamin A deficiency with keratomalacia,264.4,4331
ICD9CM,Vitamin A deficiency with night blindness,264.5,4332
ICD9CM,Vitamin A deficiency with xerophthalmic scars of cornea,264.6,4333
ICD9CM,Other ocular manifestations of vitamin A deficiency,264.7,4334
ICD9CM,Other manifestations of vitamin A deficiency,264.8,4335
ICD9CM,Contact and allergic dermatitis of eyelid,373.32,4336
ICD9CM,Atopic dermatitis and related conditions,691,4337
ICD9CM,Other atopic dermatitis,691.8,4338
ICD9CM,Contact dermatitis and other eczema,692,4339
ICD9CM,Contact dermatitis and other eczema due to detergents,692.0,4340
ICD9CM,Contact dermatitis and other eczema due to oils and greases,692.1,4341
ICD9CM,Contact dermatitis and other eczema due to solvents,692.2,4342
ICD9CM,Contact dermatitis and other eczema due to drugs and medicines in contact with skin,692.3,4343
ICD9CM,Contact dermatitis and other eczema due to other chemical products,692.4,4344
ICD9CM,Dermatitis due to metals,692.83,4345
ICD9CM,Contact dermatitis and other eczema due to animal (cat) (dog) dander,692.84,4346
ICD9CM,"Contact dermatitis and other eczema, unspecified cause",692.9,4347
ICD9CM,Dermatitis due to substances taken internally,693,4348
ICD9CM,Dermatitis due to drugs and medicines taken internally,693.0,4349
ICD9CM,Dermatitis due to other specified substances taken internally,693.8,4350
ICD9CM,Dermatitis due to unspecified substance taken internally,693.9,4351
ICD9CM,Accidental poisoning by cosmetics,E866.7,4352
ICD9CM,Pruritus and related conditions,698,4353
ICD9CM,Pruritus ani,698.0,4354
ICD9CM,Pruritus of genital organs,698.1,4355
ICD9CM,Other specified pruritic conditions,698.8,4356
ICD9CM,Seborrheic dermatitis,690.1,4357
ICD9CM,"Seborheic dermatitis, unspecified",690.10,4358
ICD9CM,Seborrhea capitis,690.11,4359
ICD9CM,Seborrheic infantile dermatitis,690.12,4360
ICD9CM,Other seborrheic dermatitis,690.18,4361
ICD9CM,Seborrhea,706.3,4362
ICD9CM,Inject steroid,99.23,4363
ICD9CM,Other disorders of skin and subcutaneous tissue,709,4364
ICD9CM,Other specified disorders of skin,709.8,4365
ICD9CM,Unspecified disorder of skin and subcutaneous tissue,709.9,4366
ICD9CM,Personal history of diseases of skin and subcutaneous tissue,V13.3,4367
ICD9CM,Malignant neoplasm of other and ill-defined sites,195,4368
ICD9CM,Malignant neoplasm of pelvis,195.3,4369
ICD9CM,Malignant neoplasm of upper limb,195.4,4370
ICD9CM,Malignant neoplasm of lower limb,195.5,4371
ICD9CM,Malignant neoplasm of other specified sites,195.8,4372
ICD9CM,Malignant neoplasm without specification of site,199,4373
ICD9CM,Disseminated malignant neoplasm,199.0,4374
ICD9CM,Other malignant neoplasm of unspecified site,199.1,4375
ICD9CM,Personal history of malignant neoplasm,V10,4376
ICD9CM,Personal history of malignant neoplasm of genital organs,V10.4,4377
ICD9CM,Unspecified personal history of malignant neoplasm,V10.9,4378
ICD9CM,Personal history of unspecified type of malignant neoplasm,V10.90,4379
ICD9CM,Personal history of malignant neuroendocrine tumor,V10.91,4380
ICD9CM,SYMPTOMS,780-789.99,4381
ICD9CM,Excision of pterygium,11.3,4382
ICD9CM,Microcephalus,742.1,4383
ICD9CM,Congenital reduction deformities of brain,742.2,4384
ICD9CM,Congenital hydrocephalus,742.3,4385
ICD9CM,Other specified congenital anomalies of brain,742.4,4386
ICD9CM,Diastematomyelia,742.51,4387
ICD9CM,Hydromyelia,742.53,4388
ICD9CM,Other specified congenital anomalies of nervous system,742.8,4389
ICD9CM,Pure hypercholesterolemia,272.0,4390
ICD9CM,Mixed hyperlipidemia,272.2,4391
ICD9CM,Pure hyperglyceridemia,272.1,4392
ICD9CM,Hyperchylomicronemia,272.3,4393
ICD9CM,Other and unspecified hyperlipidemia,272.4,4394
ICD9CM,Air embolism as an early complication of trauma,958.0,4395
ICD9CM,Fat embolism,958.1,4396
ICD9CM,Traumatic shock,958.4,4397
ICD9CM,Traumatic anuria,958.5,4398
ICD9CM,Traumatic subcutaneous emphysema,958.7,4399
ICD9CM,Traumatic compartment syndrome,958.9,4400
ICD9CM,Compartment syndrome NOS,958.90,4401
ICD9CM,Traumatic compartment syndrome of upper extremity,958.91,4402
ICD9CM,Traumatic compartment syndrome of lower extremity,958.92,4403
ICD9CM,Traumatic compartment syndrome of abdomen,958.93,4404
ICD9CM,Traumatic compartment syndrome of other sites,958.99,4405
ICD9CM,Postoperative shock,998.0,4406
ICD9CM,"Postoperative shock, unspecified",998.00,4407
ICD9CM,"Postoperative shock, cardiogenic",998.01,4408
ICD9CM,"Postoperative shock, septic",998.02,4409
ICD9CM,"Postoperative shock, other",998.09,4410
ICD9CM,Persistent postoperative fistula,998.6,4411
ICD9CM,Emphysema (subcutaneous) (surgical) resulting from a procedure,998.81,4412
ICD9CM,"Air embolism as a complication of medical care, not elsewhere classified",999.1,4413
ICD9CM,Organic sleep apnea,327.2,4414
ICD9CM,Organic sleep apnea NOS,327.20,4415
ICD9CM,Primary central sleep apnea,327.21,4416
ICD9CM,High altitude periodic breathing,327.22,4417
ICD9CM,Obstructive sleep apnea,327.23,4418
ICD9CM,Idiopathic sleep related nonobstructive alveolar hypoventilation,327.24,4419
ICD9CM,Congenital central alveolar hypoventilation syndrome,327.25,4420
ICD9CM,Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere,327.26,4421
ICD9CM,Central sleep apnea in conditions classified elsewhere,327.27,4422
ICD9CM,Other organic sleep apnea,327.29,4423
ICD9CM,"Insomnia with sleep apnea, unspecified",780.51,4424
ICD9CM,"Hypersomnia with sleep apnea, unspecified",780.53,4425
ICD9CM,Biliary cirrhosis,571.6,4426
ICD9CM,Acne varioliformis,706.0,4427
ICD9CM,Other acne,706.1,4428
ICD9CM,Acute pancreatitis,577.0,4429
ICD9CM,Cholangitis,576.1,4430
ICD9CM,Discoid lupus erythematosus of eyelid,373.34,4431
ICD9CM,Bullous dermatoses,694,4432
ICD9CM,Other specified bullous dermatoses,694.8,4433
ICD9CM,Bullous dermatoses NOS,694.9,4434
ICD9CM,Erythematous conditions,695,4435
ICD9CM,Toxic erythema,695.0,4436
ICD9CM,Erythema multiforme,695.1,4437
ICD9CM,Erythema multiforme minor,695.11,4438
ICD9CM,Erythema multiforme major,695.12,4439
ICD9CM,Stevens-Johnson syndrome,695.13,4440
ICD9CM,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome,695.14,4441
ICD9CM,Toxic epidermal necrolysis,695.15,4442
ICD9CM,Other erythema multiforme,695.19,4443
ICD9CM,Exfoliation due to erythematous conditions according to extent of body surface involved,695.5,4444
ICD9CM,Exfoliation due to erythematous condition involving less than 10 percent of body surface,695.50,4445
ICD9CM,Exfoliation due to erythematous condition involving 10-19 percent of body surface,695.51,4446
ICD9CM,Exfoliation due to erythematous condition involving 20-29 percent of body surface,695.52,4447
ICD9CM,Exfoliation due to erythematous condition involving 30-39 percent of body surface,695.53,4448
ICD9CM,Exfoliation due to erythematous condition involving 40-49 percent of body surface,695.54,4449
ICD9CM,Exfoliation due to erythematous condition involving 50-59 percent of body surface,695.55,4450
ICD9CM,Exfoliation due to erythematous condition involving 60-69 percent of body surface,695.56,4451
ICD9CM,Exfoliation due to erythematous condition involving 70-79 percent of body surface,695.57,4452
ICD9CM,Exfoliation due to erythematous condition involving 80-89 percent of body surface,695.58,4453
ICD9CM,Exfoliation due to erythematous condition involving 90 percent or more of body surface,695.59,4454
ICD9CM,Ritter's disease,695.81,4455
ICD9CM,Lichen,697,4456
ICD9CM,Lichen planus,697.0,4457
ICD9CM,Lichen nitidus,697.1,4458
ICD9CM,Lichen NEC,697.8,4459
ICD9CM,Prurigo,698.2,4460
ICD9CM,Lichenification and lichen simplex chronicus,698.3,4461
ICD9CM,"Congenital anomalies of eyelids, lacrimal system, and orbit",743.6,4462
ICD9CM,Congenital ptosis,743.61,4463
ICD9CM,Congenital deformities of eyelids,743.62,4464
ICD9CM,Other specified congenital anomalies of eyelid,743.63,4465
ICD9CM,Specified congenital anomalies of lacrimal gland,743.64,4466
ICD9CM,Specified congenital anomalies of lacrimal passages,743.65,4467
ICD9CM,Specified congenital anomalies of orbit,743.66,4468
ICD9CM,"Other congenital anomalies of eyelids, lacrimal system, and orbit",743.69,4469
ICD9CM,"Congenital anomalies of ear, face, and neck",744,4470
ICD9CM,Congenital anomalies of ear causing impairment of hearing,744.0,4471
ICD9CM,Unspecified congenital anomaly of ear with impairment of hearing,744.00,4472
ICD9CM,Congenital absence of external ear,744.01,4473
ICD9CM,Other congenital anomalies of external ear with impairment of hearing,744.02,4474
ICD9CM,"Congenital anomaly of middle ear, except ossicles",744.03,4475
ICD9CM,Congenital anomalies of ear ossicles,744.04,4476
ICD9CM,Congenital anomalies of inner ear,744.05,4477
ICD9CM,Other congenital anomalies of ear causing impairment of hearing,744.09,4478
ICD9CM,Accessory auricle,744.1,4479
ICD9CM,Other specified congenital anomalies of ear,744.2,4480
ICD9CM,"Absence of ear lobe, congenital",744.21,4481
ICD9CM,Macrotia,744.22,4482
ICD9CM,Microtia,744.23,4483
ICD9CM,Specified congenital anomalies of Eustachian tube,744.24,4484
ICD9CM,Other congenital anomalies of ear,744.29,4485
ICD9CM,Branchial cleft cyst or fistula; preauricular sinus,744.4,4486
ICD9CM,Branchial cleft sinus or fistula,744.41,4487
ICD9CM,Branchial cleft cyst,744.42,4488
ICD9CM,Cervical auricle,744.43,4489
ICD9CM,Preauricular sinus or fistula,744.46,4490
ICD9CM,Preauricular cyst,744.47,4491
ICD9CM,Other branchial cleft cyst or fistula; preauricular sinus,744.49,4492
ICD9CM,Webbing of neck,744.5,4493
ICD9CM,Macrocheilia,744.81,4494
ICD9CM,Microcheilia,744.82,4495
ICD9CM,Macrostomia,744.83,4496
ICD9CM,Microstomia,744.84,4497
ICD9CM,Unspecified congenital anomalies of face and neck,744.9,4498
ICD9CM,Choanal atresia,748.0,4499
ICD9CM,Other congenital anomalies of nose,748.1,4500
ICD9CM,Cleft palate and cleft lip,749,4501
ICD9CM,Cleft palate,749.0,4502
ICD9CM,Cleft palate NOS,749.00,4503
ICD9CM,"Cleft palate, unilateral, complete",749.01,4504
ICD9CM,"Cleft palate, unilateral, incomplete",749.02,4505
ICD9CM,"Cleft palate, bilateral, complete",749.03,4506
ICD9CM,"Cleft palate, bilateral, incomplete",749.04,4507
ICD9CM,Cleft lip,749.1,4508
ICD9CM,Cleft lip NOS,749.10,4509
ICD9CM,"Cleft lip, unilateral, complete",749.11,4510
ICD9CM,"Cleft lip, unilateral, incomplete",749.12,4511
ICD9CM,"Cleft lip, bilateral, complete",749.13,4512
ICD9CM,Cleft palate with cleft lip,749.2,4513
ICD9CM,Cleft palate & lip NOS,749.20,4514
ICD9CM,"Cleft palate with cleft lip, unilateral, complete",749.21,4515
ICD9CM,"Cleft palate with cleft lip, unilateral, incomplete",749.22,4516
ICD9CM,"Cleft palate with cleft lip, bilateral, complete",749.23,4517
ICD9CM,"Cleft palate with cleft lip, bilateral, incomplete",749.24,4518
ICD9CM,Other combinations of cleft palate with cleft lip,749.25,4519
ICD9CM,"Congenital musculoskeletal deformities of skull, face, and jaw",754.0,4520
ICD9CM,Congenital musculoskeletal deformities of sternocleidomastoid muscle,754.1,4521
ICD9CM,Congenital anomalies of skull and face bones,756.0,4522
ICD9CM,"Personal history of (corrected) congenital malformations of eye, ear, face and neck",V13.64,4523
ICD9CM,Myasthenia gravis,358.0,4524
ICD9CM,Myasthenia gravis without (acute) exacerbation,358.00,4525
ICD9CM,Myasthenia gravis with (acute) exacerbation,358.01,4526
ICD9CM,Disorders of the autonomic nervous system,337,4527
ICD9CM,Idiopathic peripheral autonomic neuropathy,337.0,4528
ICD9CM,"Idiopathic peripheral autonomic neuropathy, unspecified",337.00,4529
ICD9CM,Carotid sinus syndrome,337.01,4530
ICD9CM,Other idiopathic peripheral autonomic neuropathy,337.09,4531
ICD9CM,Peripheral autonomic neuropathy in disorders classified elsewhere,337.1,4532
ICD9CM,Autonomic dysreflexia,337.3,4533
ICD9CM,Autonomic nervous system disorder NEC,337.9,4534
ICD9CM,Ichthyosis congenita,757.1,4535
ICD9CM,Dermatoglyphic anomalies,757.2,4536
ICD9CM,Congenital pigmentary anomalies of skin,757.33,4537
ICD9CM,Anal spasm,564.6,4538
ICD9CM,Anal fissure and fistula,565,4539
ICD9CM,Anal fissure,565.0,4540
ICD9CM,Anal fistula,565.1,4541
ICD9CM,Abscess of anal and rectal regions,566,4542
ICD9CM,Abscess of anal and rectal regions **,566.0,4543
ICD9CM,Anal and rectal polyp,569.0,4544
ICD9CM,Rectal prolapse,569.1,4545
ICD9CM,Stenosis of rectum and anus,569.2,4546
ICD9CM,Anal or rectal pain,569.42,4547
ICD9CM,Anal sphincter tear (healed) (old),569.43,4548
ICD9CM,Dysplasia of anus,569.44,4549
ICD9CM,Disorders of sweat glands,705,4550
ICD9CM,Anhidrosis,705.0,4551
ICD9CM,Prickly heat,705.1,4552
ICD9CM,Dyshidrosis,705.81,4553
ICD9CM,FOX-FORDYCE DISEASE,705.82,4554
ICD9CM,Hidradenitis,705.83,4555
ICD9CM,Unspecified disorder of sweat glands,705.9,4556
ICD9CM,Incision of eyelid,08.0,4557
ICD9CM,Urticaria,708,4558
ICD9CM,Allergic urticaria,708.0,4559
ICD9CM,Idiopathic urticaria,708.1,4560
ICD9CM,Urticaria due to cold and heat,708.2,4561
ICD9CM,Dermatographic urticaria,708.3,4562
ICD9CM,Vibratory urticaria,708.4,4563
ICD9CM,Cholinergic urticaria,708.5,4564
ICD9CM,Other specified urticaria,708.8,4565
ICD9CM,Unspecified urticaria,708.9,4566
ICD9CM,Hereditary hemolytic anemias,282,4567
ICD9CM,Hereditary spherocytosis,282.0,4568
ICD9CM,Anemias due to disorders of glutathione metabolism,282.2,4569
ICD9CM,Other hemolytic anemias due to enzyme deficiency,282.3,4570
ICD9CM,Thalassemias,282.4,4571
ICD9CM,"Thalassemia, unspecified",282.40,4572
ICD9CM,Sickle-cell thalassemia without crisis,282.41,4573
ICD9CM,Sickle-cell thalassemia with crisis,282.42,4574
ICD9CM,Alpha thalassemia,282.43,4575
ICD9CM,Beta thalassemia,282.44,4576
ICD9CM,Delta-beta thalassemia,282.45,4577
ICD9CM,Thalassemia minor,282.46,4578
ICD9CM,Hemoglobin E-beta thalassemia,282.47,4579
ICD9CM,Other thalassemia,282.49,4580
ICD9CM,Sickle-cell trait,282.5,4581
ICD9CM,Sickle-cell disease,282.6,4582
ICD9CM,Sickle cell disease NOS,282.60,4583
ICD9CM,Hb-SS disease without crisis,282.61,4584
ICD9CM,Hb-S disease with mention of crisis,282.62,4585
ICD9CM,Sickle-cell/Hb-C disease with crisis,282.64,4586
ICD9CM,Other sickle-cell disease without crisis,282.68,4587
ICD9CM,Other sickle-cell disease with crisis,282.69,4588
ICD9CM,Other hemoglobinopathies,282.7,4589
ICD9CM,Other specified hereditary hemolytic anemias,282.8,4590
ICD9CM,Sensorineural hearing loss,389.1,4591
ICD9CM,"Sensorineural hearing loss, unspecified",389.10,4592
ICD9CM,"Sensory hearing loss, bilateral",389.11,4593
ICD9CM,"Neural hearing loss, bilateral",389.12,4594
ICD9CM,"Neural hearing loss, unilateral",389.13,4595
ICD9CM,Central hearing loss,389.14,4596
ICD9CM,"Sensorineural hearing loss, unilateral",389.15,4597
ICD9CM,"Sensorineural hearing loss, asymmetrical",389.16,4598
ICD9CM,"Sensory hearing loss, unilateral",389.17,4599
ICD9CM,Pityriasis rosea,696.3,4600
ICD9CM,Pityriasis rubra pilaris,696.4,4601
ICD9CM,Other and unspecified pityriasis,696.5,4602
ICD9CM,Disorders of lacrimal system,375,4603
ICD9CM,Dacryoadenitis,375.0,4604
ICD9CM,Dacryoadenitis NOS,375.00,4605
ICD9CM,Chronic dacryoadenitis,375.02,4606
ICD9CM,Chronic enlargement of lacrimal gland,375.03,4607
ICD9CM,Other disorders of lacrimal gland,375.1,4608
ICD9CM,Dacryops,375.11,4609
ICD9CM,Other lacrimal cysts and cystic degeneration,375.12,4610
ICD9CM,Primary lacrimal atrophy,375.13,4611
ICD9CM,Secondary lacrimal atrophy,375.14,4612
ICD9CM,Dislocation of lacrimal gland,375.16,4613
ICD9CM,Acute and unspecified inflammation of lacrimal passages,375.3,4614
ICD9CM,Chronic inflammation of lacrimal passages,375.4,4615
ICD9CM,Lacrimal mucocele,375.43,4616
